CustomerID,Gender,Age,Annual Income (₦),Spending Score (1–100),Marital Status,Profession,Membership Duration (Years),Mall Branch,City Type,Frequency of Visits/Month,Average Transaction Value (₦),Loyalty Card Holder (Yes/No),Preferred Payment Method
621,Female,31.0,2846447.0,9,Married,Lawyer,7.4,C,Rural,29,49303,Yes,Transfer
622,Female,19.0,3869249.0,82,Married,Doctor,5.6,C,Urban,20,34868,Yes,Bank App
623,Male,46.0,3505380.0,57,Married,Banker,7.0,C,Suburban,8,60165,Yes,POS
624,Female,21.0,N/A,16,Single,Doctor,2.2,A,Rural,14,51782,Yes,POS
625,Male,43.0,3525682.0,51,Divorced,Lawyer,6.9,C,Rural,15,68251,No,Transfer
626,Female,68.0,2186494.0,52,Single,Business Owner,9.1,C,Suburban,6,67196,Yes,POS
627,Male,29.0,691178.0,9,Married,Unemployed,1.5,B,Suburban,9,66812,Yes,POS
628,Female,19.0,3169729.0,83,Divorced,Engineer,3.6,C,Rural,10,56153,No,POS
629,,34.0,3718206.0,6,Single,Business Owner,9.7,A,Suburban,7,43130,No,Transfer
630,Male,52.0,363671.0,44,Married,Unemployed,2.6,A,Urban,28,40179,No,Bank App
631,Male,27.0,,79,Married,Banker,1.1,C,Suburban,9,36276,Yes,Cash
632,Female,65.0,3131609.0,6,Widowed,Business Owner,1.0,C,Rural,17,46022,No,Cash
633,Male,39.0,2452974.0,5,Widowed,Doctor,3.1,B,Suburban,10,67586,No,POS
634,Male,58.0,3659643.0,93,Married,Lawyer,5.2,C,Urban,5,69372,Yes,Bank App
635,Female,60.0,2586935.0,46,Single,Doctor,3.1,A,Rural,30,19445,Yes,Transfer
636,Female,38.0,2490798.0,27,Widowed,Student,3.2,A,Suburban,19,53873,Yes,Cash
637,Male,32.0,1093065.0,45,Single,Teacher,8.4,C,Suburban,24,51334,Yes,Transfer
638,Male,52.0,3607087.0,41,Single,Engineer,7.8,B,Urban,25,28953,No,POS
639,Female,65.0,1040881.0,90,Widowed,Banker,3.5,C,Suburban,23,65199,No,Bank App
640,,38.0,1973850.0,28,Married,Teacher,3.8,C,Rural,12,88530,No,Cash
641,Female,38.0,3683686.0,54,Widowed,Engineer,9.7,B,Urban,21,41304,Yes,Transfer
642,Female,38.0,2748772.0,32,Single,Student,9.5,C,Suburban,8,49276,Yes,Cash
643,Female,61.0,5563617.0,89,Divorced,Unemployed,9.7,B,Suburban,14,60533,Yes,Cash
644,Male,49.0,3889285.0,53,Widowed,Lawyer,9.4,B,Rural,4,99589,Yes,Cash
645,Female,22.0,N/A,71,Divorced,Business Owner,6.5,A,Urban,9,67927,Yes,Cash
646,Male,,4280908.0,30,Married,Lawyer,3.4,C,Rural,18,36871,Yes,Bank App
647,Male,26.0,2638037.0,53,Widowed,Lawyer,9.7,C,Rural,18,34719,No,POS
648,Male,35.0,2202246.0,31,Divorced,Student,7.6,B,Suburban,10,50039,Yes,Transfer
649,Female,38.0,1179233.0,12,Married,Business Owner,7.3,A,Urban,30,48494,No,Bank App
650,Male,,819620.0,9,Single,Teacher,8.1,A,Suburban,7,65395,Yes,Cash
651,Male,61.0,4721070.0,98,Married,Unemployed,6.2,A,Rural,6,50025,Yes,Bank App
652,Female,69.0,2066686.0,67,Married,Banker,6.0,C,Suburban,15,54344,Yes,Bank App
653,Male,51.0,4340871.0,37,Single,Doctor,3.9,C,Suburban,24,34918,Yes,POS
654,Male,27.0,792187.0,28,Married,Business Owner,1.9,C,Suburban,23,47118,Yes,POS
655,Female,68.0,2726023.0,86,Widowed,Business Owner,4.7,B,Urban,29,59830,Yes,Bank App
656,Male,58.0,4901554.0,26,Married,Lawyer,5.4,B,Urban,10,93572,No,POS
657,Male,41.0,3399117.0,83,Divorced,Doctor,8.8,C,Suburban,13,49252,No,POS
658,Male,57.0,3438757.0,21,Married,Teacher,4.3,C,Urban,16,55523,Yes,POS
659,Female,41.0,2120553.0,10,Divorced,Doctor,8.9,B,Rural,23,40092,Yes,POS
660,Female,49.0,1645952.0,80,Married,Doctor,3.5,A,Urban,9,34439,Yes,Transfer
661,Female,50.0,2932555.0,24,Widowed,Business Owner,9.5,B,Rural,6,60246,No,Bank App
662,Male,55.0,1311490.0,25,Single,Doctor,0.9,A,Rural,14,59531,Yes,Cash
663,Male,61.0,2838813.0,52,Single,Student,5.5,A,Urban,17,23808,No,Transfer
664,Female,68.0,4471854.0,90,Divorced,Teacher,3.6,B,Urban,24,22740,Yes,Transfer
665,Male,66.0,1099423.0,1,Married,Unemployed,3.3,C,Suburban,11,69115,No,Bank App
666,Male,51.0,3963268.0,53,Married,Doctor,1.3,B,Urban,28,34633,No,Bank App
667,Female,28.0,4493864.0,68,Widowed,Lawyer,7.0,B,Suburban,7,52840,No,Cash
668,Female,48.0,2609649.0,78,Married,Banker,4.2,A,Rural,1,55832,No,Bank App
669,Male,35.0,3050045.0,24,Divorced,Banker,9.5,C,Urban,29,53328,Yes,Bank App
670,Male,40.0,2280774.0,27,Divorced,Lawyer,7.3,C,Suburban,29,45048,Yes,Cash
671,Male,39.0,2534936.0,27,Widowed,Business Owner,4.7,B,Suburban,29,62850,Yes,Cash
672,Female,60.0,4227180.0,88,Divorced,Teacher,6.5,B,Suburban,2,73846,No,Cash
673,Female,35.0,4087495.0,65,Divorced,Business Owner,1.1,C,Suburban,20,49983,Yes,Transfer
674,Female,57.0,3590152.0,39,Widowed,Student,6.1,C,Rural,30,22195,No,POS
675,Female,64.0,3911879.0,77,Divorced,Doctor,6.8,B,Rural,19,27367,No,Cash
676,Male,58.0,3300042.0,84,Divorced,Unemployed,1.5,C,Rural,12,78316,No,Cash
677,Female,64.0,1159694.0,36,Single,Student,7.0,A,Rural,24,34356,Yes,Cash
678,Female,56.0,4595996.0,76,Widowed,Teacher,5.0,C,Rural,30,69005,No,POS
679,Female,37.0,1659761.0,69,Single,Engineer,5.1,A,Suburban,12,23157,Yes,Transfer
680,Female,30.0,2849789.0,5,Married,Lawyer,7.4,B,Urban,17,24896,No,POS
681,Female,62.0,4279876.0,81,Widowed,Doctor,4.8,A,Suburban,10,58690,Yes,Transfer
682,Male,18.0,898149.0,10,Married,Doctor,2.7,C,Urban,1,35563,No,Transfer
683,Male,69.0,3936804.0,16,Divorced,Teacher,3.3,A,Rural,18,76425,Yes,Cash
684,Female,21.0,1211828.0,88,Single,Teacher,7.5,C,Urban,3,49532,No,Cash
685,Male,41.0,3892112.0,93,Divorced,Business Owner,1.2,A,Urban,17,32035,No,POS
686,Female,53.0,4804001.0,53,Single,Business Owner,8.5,C,Rural,2,24880,No,Bank App
687,Female,53.0,1893707.0,14,Single,Business Owner,6.0,B,Suburban,2,87294,No,Transfer
688,Male,62.0,1698603.0,74,Single,Student,7.4,B,Urban,5,46144,No,Transfer
689,Male,19.0,3114054.0,29,Single,Business Owner,3.8,C,Rural,25,48196,Yes,Cash
690,Female,45.0,1651489.0,28,Divorced,Lawyer,2.6,A,Urban,18,45625,Yes,Bank App
691,Female,43.0,-265846.0,17,Divorced,Student,8.1,B,Suburban,24,54274,No,Cash
692,Female,40.0,2962041.0,69,Divorced,,1.5,A,Suburban,16,54545,No,Cash
693,Male,32.0,3502678.0,66,Single,Lawyer,2.1,C,Rural,5,50626,Yes,Transfer
694,Female,53.0,2507298.0,36,Married,Teacher,3.2,A,Rural,21,15299,No,Bank App
695,Female,44.0,3169629.0,46,Divorced,Business Owner,3.8,B,Suburban,13,64722,Yes,POS
696,Female,23.0,4573319.0,45,Divorced,Student,2.4,C,Suburban,1,44897,No,Cash
697,Male,52.0,2463196.0,9,Widowed,Business Owner,9.2,C,Rural,16,71158,No,Bank App
698,Female,56.0,2660054.0,36,Married,Student,0.8,A,Urban,8,82833,No,Transfer
699,Female,55.0,2970394.0,5,Divorced,Student,8.1,C,Rural,6,49710,No,Cash
700,Male,52.0,2529043.0,79,Divorced,Banker,4.4,A,Rural,30,53559,Yes,Bank App
701,Female,53.0,2529431.0,73,Widowed,Engineer,8.4,A,Suburban,11,43546,Yes,Bank App
702,Female,27.0,5562913.0,89,Single,Student,8.1,A,Rural,12,23670,No,Transfer
703,Male,47.0,N/A,50,Married,Doctor,1.6,A,Suburban,13,78793,Yes,Cash
704,Female,58.0,2554785.0,28,Married,,6.8,B,Urban,9,42166,Yes,Cash
705,Male,55.0,5076451.0,27,Widowed,Business Owner,4.1,B,Suburban,7,54289,No,POS
706,Male,46.0,,47,Married,Teacher,8.3,A,Suburban,18,15541,Yes,Bank App
707,Female,69.0,3936405.0,33,Divorced,Unemployed,8.6,A,Urban,2,27998,No,Bank App
708,Female,60.0,2085448.0,97,Married,Business Owner,2.3,B,Suburban,20,5026,Yes,POS
709,Female,56.0,7098543.0,38,Widowed,Student,5.0,B,Suburban,9,52910,No,Transfer
710,Female,67.0,651351.0,8,Single,Teacher,6.1,B,Rural,2,31895,No,Transfer
711,Male,21.0,328203.0,4,Widowed,Teacher,5.7,B,Rural,12,40556,No,Transfer
712,Female,22.0,3574353.0,36,Married,Business Owner,2.9,A,Rural,14,52802,No,Transfer
713,Male,21.0,,31,Widowed,Lawyer,3.1,C,Urban,5,19272,Yes,Transfer
714,Female,53.0,-715621.0,74,Widowed,Unemployed,8.7,B,Rural,23,38984,Yes,Transfer
715,Female,62.0,2788822.0,49,Married,Engineer,0.8,A,Rural,8,54639,Yes,Cash
716,Female,33.0,3118315.0,41,Single,Unemployed,3.0,C,Rural,30,52586,Yes,POS
717,Male,42.0,2747621.0,8,Divorced,Teacher,2.6,B,Rural,12,6285,No,Transfer
718,Female,31.0,3453334.0,30,Widowed,Teacher,4.0,B,Suburban,3,58531,Yes,POS
719,Female,28.0,2295330.0,14,Single,Banker,7.0,B,Rural,21,27278,Yes,POS
720,Female,46.0,2792050.0,45,Single,Doctor,5.6,A,Urban,18,53763,Yes,Cash
721,,51.0,4962195.0,99,Widowed,Student,5.6,A,Urban,30,54088,Yes,POS
722,Male,39.0,4438251.0,46,Married,Engineer,7.4,C,Rural,20,77452,No,POS
723,Female,31.0,2687068.0,67,Married,Engineer,8.2,C,Suburban,7,49950,No,Bank App
724,Male,41.0,3822342.0,93,Widowed,Business Owner,2.0,A,Urban,15,40796,Yes,POS
725,Male,56.0,4310438.0,16,Married,Unemployed,1.5,A,Rural,17,29549,Yes,Cash
726,Male,43.0,1593665.0,10,Married,Lawyer,3.4,B,Urban,7,57124,Yes,POS
727,Male,60.0,3495629.0,68,Single,Teacher,8.4,B,Suburban,25,20617,Yes,Cash
728,Male,53.0,3234479.0,52,Divorced,Teacher,5.6,B,Urban,2,34755,No,Bank App
729,Male,56.0,3986447.0,50,Divorced,Doctor,1.9,B,Rural,21,-9719,Yes,Bank App
730,Female,33.0,1584033.0,68,Married,Engineer,2.1,B,Urban,14,19972,No,POS
731,Male,55.0,2948715.0,2,Married,Student,9.0,B,Rural,4,68633,No,Cash
732,Male,49.0,1868524.0,75,Widowed,Lawyer,4.0,B,Suburban,11,32561,No,Transfer
733,Male,23.0,3498060.0,79,Married,Lawyer,2.9,B,Rural,6,43270,No,Transfer
734,Female,51.0,1762184.0,75,Widowed,Lawyer,7.1,B,Urban,13,31173,No,POS
735,Female,25.0,2182041.0,87,Divorced,Lawyer,8.7,B,Rural,11,70573,No,Bank App
736,Male,47.0,3183957.0,94,Single,Business Owner,4.7,B,Suburban,12,42218,Yes,POS
737,Female,44.0,1589630.0,60,Widowed,Banker,8.0,A,Rural,1,50591,No,POS
738,Male,24.0,576314.0,50,Single,Engineer,4.6,B,Rural,1,34119,Yes,Transfer
739,Male,44.0,4558765.0,1,Divorced,Teacher,7.1,C,Urban,9,89821,No,Cash
740,Female,42.0,2034893.0,97,Single,Engineer,6.0,C,Suburban,9,22742,No,Bank App
741,Male,63.0,900339.0,37,Divorced,Banker,9.0,A,Rural,10,39108,No,Cash
742,Female,58.0,1337072.0,23,Single,Business Owner,3.6,A,Urban,5,78152,No,POS
743,Female,32.0,2850370.0,49,Single,Unemployed,7.8,A,Suburban,4,46665,Yes,Bank App
744,Male,42.0,5365622.0,82,Married,Student,7.0,C,Rural,13,58777,Yes,Bank App
745,Male,39.0,2790445.0,74,Divorced,Lawyer,8.5,A,Suburban,18,62518,Yes,Transfer
746,Female,35.0,3874305.0,64,Widowed,Business Owner,6.3,A,Suburban,16,60649,Yes,POS
747,Male,29.0,2423701.0,17,Divorced,Engineer,4.9,B,Rural,25,71945,Yes,POS
748,Male,,3278782.0,71,Married,Student,1.0,C,Urban,24,65620,No,Cash
749,Male,68.0,2689959.0,15,Widowed,Doctor,8.5,C,Urban,15,11098,Yes,POS
750,Female,62.0,3855132.0,51,Married,Banker,9.1,A,Urban,29,64559,Yes,Transfer
751,Female,,1301136.0,27,Divorced,Banker,4.8,A,Rural,14,42388,Yes,Transfer
752,Male,42.0,3112803.0,9,Divorced,Unemployed,2.6,C,Suburban,18,59947,Yes,POS
753,Female,27.0,3230546.0,64,Married,Lawyer,6.6,B,Urban,28,26473,No,Transfer
754,Female,47.0,3593868.0,63,Widowed,Business Owner,1.7,B,Urban,5,65311,No,Bank App
755,Female,27.0,981297.0,85,Divorced,Teacher,0.9,C,Suburban,8,41281,No,Bank App
756,Female,51.0,2286071.0,53,Married,Teacher,3.3,A,Rural,24,40584,Yes,Bank App
757,Female,63.0,,93,Divorced,Teacher,7.0,A,Rural,6,67049,No,POS
758,Male,30.0,3338743.0,42,Married,Student,8.2,C,Rural,11,38838,Yes,Transfer
759,Male,46.0,5600743.0,97,Divorced,Engineer,2.0,C,Rural,29,50108,No,Transfer
760,Male,55.0,2205962.0,70,Divorced,Lawyer,9.5,A,Urban,18,52736,Yes,POS
761,Female,58.0,19183.0,89,Single,Lawyer,5.7,C,Urban,11,55051,No,Bank App
762,Female,62.0,2300506.0,35,Widowed,Banker,9.3,C,Suburban,17,43544,Yes,Cash
763,Male,26.0,-992970.0,17,Divorced,Business Owner,1.9,C,Suburban,19,43342,No,Bank App
764,Female,30.0,4053224.0,44,Widowed,Lawyer,4.9,C,Suburban,9,40021,No,POS
765,Male,54.0,2995233.0,91,Married,Lawyer,4.6,A,Urban,9,67485,No,Bank App
766,Male,31.0,3597459.0,43,Single,Doctor,4.4,A,Rural,1,52980,No,Bank App
767,Male,54.0,3836417.0,89,Married,Unemployed,9.3,A,Urban,22,69291,Yes,Bank App
768,Female,26.0,,76,Widowed,Business Owner,8.6,B,Rural,26,65071,Yes,POS
769,Female,25.0,-886476.0,44,Married,Banker,8.0,A,Rural,15,63398,Yes,Bank App
770,Male,56.0,-62997.0,38,Married,Lawyer,3.2,C,Suburban,29,40064,Yes,POS
771,Male,57.0,1866888.0,41,Married,Doctor,3.7,B,Suburban,1,51631,Yes,Bank App
772,Male,20.0,2544153.0,25,Widowed,Engineer,3.0,B,Rural,10,11320,Yes,POS
773,Male,64.0,3299353.0,49,Divorced,Teacher,8.0,B,Urban,5,19741,No,Cash
774,Female,57.0,3187210.0,60,Married,Doctor,4.2,C,Urban,16,-12487,Yes,Bank App
775,Female,50.0,3263441.0,2,Widowed,Teacher,9.8,C,Suburban,9,43468,No,Cash
776,Male,49.0,655442.0,65,Single,Teacher,4.0,B,Suburban,23,75711,Yes,Bank App
777,Male,24.0,1807789.0,3,Single,Unemployed,2.1,B,Rural,17,62763,Yes,Bank App
778,Female,36.0,2516368.0,93,Widowed,Student,9.3,B,Rural,9,35933,Yes,Bank App
779,Female,51.0,2773953.0,14,Married,Doctor,7.9,B,Rural,30,77237,No,Transfer
780,Male,31.0,N/A,45,Divorced,Unemployed,6.0,C,Suburban,15,45260,No,POS
781,Male,67.0,3381513.0,34,Single,Lawyer,8.7,A,Rural,6,79517,Yes,Bank App
782,Male,64.0,1288158.0,86,Divorced,Business Owner,9.5,B,Rural,22,17428,Yes,Transfer
783,Female,63.0,2276120.0,36,Widowed,Student,8.7,B,Rural,3,50683,No,Transfer
784,Female,36.0,3754464.0,15,Single,Lawyer,9.1,B,Urban,18,29712,No,Bank App
785,Female,68.0,3306688.0,37,Married,Banker,3.1,B,Rural,22,47495,Yes,Cash
786,Male,43.0,2439941.0,10,Single,Business Owner,5.4,C,Suburban,25,13686,No,Cash
787,Male,34.0,2473986.0,9,Married,Banker,8.1,A,Rural,15,36182,No,POS
788,Female,45.0,2285879.0,50,Divorced,Teacher,5.5,B,Urban,4,68456,Yes,POS
789,Female,36.0,2497440.0,35,Single,Unemployed,6.6,A,Rural,24,60841,Yes,Transfer
790,Male,44.0,2244296.0,46,Widowed,Student,9.3,B,Suburban,5,60489,Yes,Transfer
791,Female,65.0,2453391.0,81,Single,Lawyer,3.3,A,Suburban,16,47677,No,POS
792,Female,69.0,3443551.0,47,Married,Banker,5.6,A,Rural,1,38055,No,Cash
793,Male,36.0,3412273.0,18,Divorced,Lawyer,5.9,A,Suburban,24,44857,Yes,POS
794,Female,50.0,1030606.0,25,Widowed,Engineer,3.9,C,Urban,16,58562,Yes,POS
795,Male,68.0,5687645.0,35,Married,Student,4.0,B,Suburban,28,61305,No,POS
796,Male,24.0,2185262.0,80,Married,Banker,7.8,A,Suburban,21,18388,No,Transfer
797,Male,46.0,3703319.0,51,Widowed,Student,9.3,B,Rural,6,52233,No,Bank App
798,Male,60.0,1392513.0,89,Widowed,Teacher,6.5,B,Suburban,23,57436,Yes,Bank App
799,Male,22.0,5194013.0,55,Divorced,Business Owner,5.1,C,Suburban,23,36360,Yes,POS
800,Male,47.0,,16,Married,Unemployed,7.6,C,Urban,15,60945,No,Cash
801,,66.0,3573708.0,88,Married,,10.0,C,Urban,1,27865,Yes,Transfer
802,Female,60.0,2731666.0,12,Divorced,Teacher,1.3,A,Rural,22,56363,Yes,Transfer
803,Male,25.0,239911.0,99,Single,Student,6.7,C,Rural,15,-4033,Yes,Cash
804,Male,59.0,5494232.0,59,Widowed,Unemployed,5.8,A,Rural,17,39317,Yes,Cash
805,Female,29.0,4280535.0,73,Divorced,Engineer,6.3,B,Urban,29,36087,No,Cash
806,Female,59.0,2517781.0,37,Widowed,Unemployed,0.7,B,Urban,9,76666,Yes,POS
807,Female,30.0,3717880.0,32,Divorced,Banker,9.6,C,Urban,14,43253,No,Cash
808,Male,43.0,1034077.0,57,Divorced,Engineer,1.3,B,Suburban,28,29502,Yes,Transfer
809,Female,35.0,140178.0,83,Married,Business Owner,3.4,A,Suburban,16,70100,Yes,POS
810,Male,59.0,3024670.0,22,Widowed,Unemployed,3.3,A,Suburban,13,51054,Yes,Bank App
811,Male,68.0,1803721.0,45,Divorced,Teacher,7.5,C,Urban,26,55693,No,POS
812,Male,69.0,2276089.0,98,Married,Doctor,6.9,C,Suburban,17,36987,No,POS
813,Male,66.0,2920955.0,83,Divorced,Lawyer,1.1,C,Rural,20,78179,No,Transfer
814,Female,37.0,1219083.0,12,Widowed,Teacher,1.9,C,Urban,6,43192,No,POS
815,Female,33.0,2879714.0,82,Divorced,Engineer,3.5,C,Suburban,5,43862,Yes,Bank App
816,Male,54.0,1343776.0,5,Married,Unemployed,7.2,B,Rural,10,57894,Yes,Transfer
817,Male,20.0,4518708.0,26,Married,Student,9.3,C,Rural,7,59856,No,Bank App
818,Male,44.0,2849493.0,91,Single,Engineer,3.5,B,Urban,28,97246,No,Transfer
819,Female,32.0,3791337.0,20,Widowed,Student,5.5,C,Suburban,4,72049,Yes,Transfer
820,Male,51.0,341140.0,61,Single,Teacher,4.0,B,Urban,3,54824,No,Bank App
821,Male,62.0,3884636.0,8,Married,Lawyer,6.0,C,Rural,2,29055,No,Transfer
822,Female,39.0,5245835.0,62,Single,Business Owner,6.5,B,Rural,5,28723,No,Transfer
823,Female,57.0,3176416.0,54,Widowed,Lawyer,5.4,C,Rural,30,51011,No,Bank App
824,Male,40.0,3783211.0,80,Married,Unemployed,4.2,C,Rural,8,86505,Yes,Transfer
825,Female,66.0,2642873.0,58,Single,Teacher,8.9,A,Rural,21,77260,Yes,Cash
826,Female,21.0,3562931.0,66,Single,Lawyer,8.1,A,Suburban,7,60023,Yes,Cash
827,Male,68.0,5401773.0,45,Married,Lawyer,10.0,B,Suburban,14,20478,No,Transfer
828,Female,58.0,6369386.0,65,Divorced,Business Owner,4.4,B,Rural,17,29381,No,Bank App
829,Male,40.0,3475770.0,5,Married,Doctor,0.9,C,Suburban,15,42466,No,POS
830,Female,64.0,1470478.0,31,Single,Doctor,6.7,C,Urban,7,48635,No,Bank App
831,Male,26.0,3934960.0,23,Widowed,Unemployed,7.9,C,Suburban,9,41747,Yes,Bank App
832,Male,41.0,1143535.0,21,Single,Doctor,9.4,C,Urban,5,73563,Yes,Cash
833,Male,38.0,2063372.0,12,Married,,0.6,A,Urban,21,77669,No,Transfer
834,,58.0,2234720.0,4,Single,Doctor,8.9,C,Urban,2,41993,No,POS
835,,63.0,6061762.0,37,Married,Teacher,5.4,A,Urban,16,40989,Yes,POS
836,Female,33.0,5143063.0,75,Single,Unemployed,4.1,B,Suburban,5,42396,No,Cash
837,Male,42.0,4832439.0,9,Single,Business Owner,2.6,B,Urban,23,40766,Yes,Bank App
838,Male,43.0,4231158.0,26,Divorced,Doctor,8.2,A,Rural,4,57786,Yes,Transfer
839,Female,66.0,1637385.0,27,Married,Business Owner,4.0,B,Suburban,30,43998,No,Transfer
840,Male,62.0,3354325.0,93,Divorced,Teacher,6.2,C,Urban,20,71398,No,POS
841,Male,26.0,5756876.0,62,Divorced,Doctor,5.4,B,Rural,20,45513,No,Transfer
842,Female,32.0,3671305.0,50,Single,Banker,3.0,B,Suburban,14,34459,No,Cash
843,Male,56.0,4545221.0,89,Married,Lawyer,8.0,A,Suburban,7,50137,Yes,Transfer
844,Male,50.0,585258.0,82,Widowed,Doctor,3.3,B,Rural,30,46479,Yes,Cash
845,Male,,4082813.0,94,Single,Teacher,8.0,C,Urban,11,50600,No,POS
846,Male,22.0,1418500.0,72,Married,Teacher,4.4,C,Rural,2,45066,Yes,Transfer
847,Female,26.0,2668646.0,2,Divorced,Business Owner,0.8,A,Urban,5,9826,Yes,Cash
848,Female,61.0,5133047.0,86,Single,Teacher,7.8,A,Urban,16,37068,Yes,POS
849,Male,23.0,3520744.0,85,Widowed,Banker,9.0,C,Rural,1,67458,No,Transfer
850,Female,45.0,4222523.0,26,Single,Doctor,1.6,B,Urban,6,39410,Yes,Transfer
851,Male,62.0,2722528.0,93,Divorced,Student,6.1,B,Urban,11,13088,No,Transfer
852,Female,43.0,110980.0,69,Divorced,Teacher,1.2,A,Suburban,10,51921,No,Transfer
853,Male,45.0,1597075.0,46,Married,Banker,8.4,C,Urban,16,68016,Yes,Cash
854,Male,57.0,4020364.0,78,Widowed,Business Owner,9.9,C,Urban,1,82907,No,Transfer
855,Male,32.0,3502070.0,63,Single,Student,5.2,C,Rural,16,64248,Yes,POS
856,Male,23.0,5493652.0,99,Divorced,Banker,3.5,C,Suburban,20,70695,No,POS
857,Male,44.0,3189904.0,70,Married,Unemployed,8.5,B,Urban,8,66211,Yes,POS
858,Male,55.0,1660793.0,23,Widowed,Doctor,5.4,B,Rural,11,53008,No,Transfer
859,Female,21.0,2961263.0,17,Widowed,Business Owner,4.8,A,Urban,22,27231,Yes,Bank App
860,Male,28.0,4496741.0,88,Married,Student,2.7,A,Suburban,2,47947,Yes,Cash
861,Female,38.0,364356.0,64,Divorced,Student,6.4,A,Rural,4,63756,Yes,Transfer
862,Male,47.0,3518471.0,29,Widowed,Teacher,6.3,C,Suburban,2,51133,No,POS
863,Female,35.0,1109259.0,52,Single,Business Owner,3.0,A,Urban,6,73347,No,POS
864,Female,52.0,3244069.0,94,Divorced,Doctor,2.5,A,Suburban,22,54758,Yes,Transfer
865,Female,20.0,4089665.0,24,Divorced,Teacher,4.7,B,Suburban,22,43082,No,Cash
866,,29.0,3827810.0,35,Married,Unemployed,4.8,C,Rural,25,58465,Yes,POS
867,Male,44.0,5010582.0,47,Widowed,Lawyer,1.7,A,Urban,12,34665,No,POS
868,Female,47.0,3376095.0,51,Married,Engineer,3.1,A,Rural,21,51334,Yes,Cash
869,,38.0,3770373.0,2,Widowed,Student,2.0,C,Rural,22,44458,Yes,POS
870,Female,55.0,3822830.0,21,Married,Unemployed,9.1,A,Urban,5,29029,No,Cash
871,Male,38.0,1545413.0,40,Divorced,Doctor,1.2,B,Urban,5,64691,Yes,Bank App
872,Female,55.0,2808781.0,69,Married,Student,8.8,A,Suburban,28,31216,Yes,Cash
873,Female,57.0,-688482.0,35,Divorced,Unemployed,5.5,B,Urban,14,55345,Yes,POS
874,Male,32.0,3565321.0,44,Divorced,Banker,6.8,B,Suburban,26,42548,No,Cash
875,Female,35.0,-1127369.0,35,Married,Banker,9.3,C,Urban,15,56331,No,Transfer
876,Male,69.0,4273643.0,83,Widowed,Doctor,4.0,C,Suburban,5,50777,No,Transfer
877,Female,46.0,5479967.0,80,Divorced,Banker,7.2,C,Suburban,21,38117,No,POS
878,Female,65.0,3748090.0,25,Married,Banker,6.9,A,Suburban,15,49238,No,Cash
879,Male,55.0,3979614.0,80,Divorced,Teacher,9.9,C,Urban,3,51475,Yes,Bank App
880,Male,38.0,4807307.0,31,Divorced,Banker,0.9,B,Suburban,12,75258,No,Transfer
881,Male,34.0,2347751.0,97,Married,Engineer,4.8,A,Rural,27,86948,No,Transfer
882,Female,58.0,1091258.0,81,Divorced,Engineer,9.9,B,Rural,1,30285,No,POS
883,Male,68.0,2871018.0,85,Divorced,Engineer,3.6,B,Rural,19,36624,Yes,POS
884,Female,35.0,1855612.0,52,Married,Unemployed,9.7,C,Suburban,8,3569,Yes,POS
885,Female,54.0,3115143.0,35,Single,Banker,8.3,B,Urban,7,26668,No,Cash
886,Male,55.0,3382107.0,23,Married,Engineer,3.7,B,Suburban,12,31257,No,Cash
887,Male,29.0,2282672.0,49,Widowed,Student,0.8,C,Suburban,14,7533,No,Cash
888,Female,28.0,1929421.0,16,Single,Banker,3.2,B,Urban,11,17833,No,Cash
889,Female,65.0,-231197.0,58,Divorced,Doctor,1.7,A,Suburban,15,44276,No,Transfer
890,Male,69.0,2746776.0,50,Widowed,Banker,4.6,B,Suburban,5,39600,No,Cash
891,Male,66.0,,78,Single,Lawyer,9.4,B,Rural,22,41057,Yes,Bank App
892,Male,37.0,2451092.0,64,Married,Doctor,5.4,B,Rural,3,32593,No,Transfer
893,Male,26.0,4097453.0,52,Divorced,Student,4.8,C,Urban,5,106017,Yes,Bank App
894,Male,18.0,5947913.0,40,Single,Business Owner,2.5,B,Suburban,1,57460,Yes,Transfer
895,Female,20.0,2464680.0,54,Married,Teacher,6.4,B,Rural,14,49016,Yes,POS
896,Female,38.0,3579079.0,97,Single,Unemployed,4.8,B,Rural,11,75634,Yes,Bank App
897,Female,40.0,3381058.0,85,Married,Unemployed,7.8,B,Rural,20,46418,No,Cash
898,Female,26.0,4701974.0,17,Widowed,Lawyer,5.4,C,Urban,11,22227,No,Cash
899,Male,36.0,1632333.0,4,Widowed,Unemployed,8.9,C,Rural,16,34897,Yes,Cash
900,Male,62.0,1588062.0,80,Divorced,Lawyer,7.9,B,Suburban,9,82009,No,Cash
901,Male,63.0,1762832.0,56,Married,Business Owner,1.9,B,Suburban,19,43051,Yes,Bank App
902,Female,69.0,-401263.0,30,Single,Lawyer,1.8,B,Suburban,5,14848,Yes,Transfer
903,Female,36.0,2930992.0,34,Divorced,Student,0.7,C,Rural,18,65369,Yes,Bank App
904,Male,40.0,1421026.0,86,Divorced,Unemployed,4.0,B,Urban,20,56642,Yes,Transfer
905,Male,44.0,3376766.0,44,Married,Engineer,1.0,A,Suburban,25,38043,No,Bank App
906,Female,44.0,-588618.0,93,Widowed,Business Owner,4.8,C,Urban,28,53624,Yes,POS
907,Female,56.0,2914486.0,69,Divorced,Engineer,2.8,C,Rural,19,76429,Yes,Cash
